,0
97514,101726.17976315535
97515,-23728.68357426254
97516,130504.18142770216
97518,130504.18142770216
97520,130504.18142770216
97521,130504.18142770216
97525,-23728.68357426254
97526,130504.18142770216
97533,101627.8190478938
97542,25102.6692261371
97543,25102.6692261371
97544,25102.6692261371
97545,25102.6692261371
97760,12354.202469182594
97761,12354.202469182594
97764,16523.852094562477
97765,-430966.4715443646
97766,-430966.4715443646
97767,-430966.4715443646
97768,-430966.4715443646
97769,-430966.4715443646
97770,-430966.4715443646
97771,-430966.4715443646
97772,-430966.4715443646
97773,-430966.4715443646
97774,-430966.4715443646
97781,25863.173816839168
97782,25863.173816839168
97783,25863.173816839168
97784,25863.173816839168
97785,26174.142209046156
97818,23134.288007372525
97819,28958.32568282669
97820,28958.32568282669
97821,28958.32568282669
97822,28958.32568282669
97823,28958.32568282669
97824,28958.32568282669
97825,28958.32568282669
97826,28958.32568282669
97827,-3145.119816258317
97828,-3145.119816258317
97830,-3145.119816258317
97831,-3145.119816258317
97832,-3145.119816258317
97833,-3145.119816258317
97834,-3145.119816258317
97835,-3145.119816258317
97836,-3145.119816258317
97837,-3145.119816258317
97838,-3145.119816258317
97846,50629.021858236825
97847,49296.03694961981
97848,52591.49115932999
98063,27274.412743141023
98064,27274.412743141023
98065,27274.412743141023
98066,27274.412743141023
98069,36132.728281892065
98070,25547.77862794807
98071,50734.64773428539
98360,16523.852094562477
98361,16523.852094562477
98544,101627.8190478938
98545,487610.6291998479
98635,-430966.4715443646
98636,-430966.4715443646
98637,-430966.4715443646
98638,-430966.4715443646
98639,-430966.4715443646
98640,-430966.4715443646
98736,24066.92205481934
98737,24066.92205481934
98738,24066.92205481934
98800,23154.308813843323
98801,23154.308813843323
136743,24083.525241536197
136744,24083.525241536197
136745,27061.048125449808
136746,27061.048125449808
136747,27061.048125449808
136748,27061.048125449808
136749,27061.048125449808
136757,66708.98474774387
136758,42419.94022385834
136759,42419.94022385834
136760,79914.49877865225
136761,59449.295502161985
136762,59449.295502161985
136763,59449.295502161985
136764,59449.295502161985
136765,25076.43023738935
136766,25076.43023738935
136767,25076.43023738935
136768,25076.43023738935
136769,26254.885162017774
136770,29699.56836861561
136771,40562.070325994646
136772,52736.81186197582
136773,52736.81186197582
136774,58480.54416361534
136775,25735.737105154236
136776,25735.737105154236
136779,25735.737105154236
136780,32920.40224068564
136781,32920.40224068564
136782,32920.40224068564
136783,32920.40224068564
136784,32920.40224068564
136785,32920.40224068564
136786,58475.78315499223
136788,25727.499913306587
136789,25727.499913306587
136790,61422.9385019045
136791,33392.86568062519
136792,61977.767039106955
136793,31786.40788490804
136794,31786.40788490804
136795,31786.40788490804
136796,31786.40788490804
136797,31786.40788490804
136798,37496.232028667175
136799,37496.232028667175
136800,37496.232028667175
136801,25082.774314190712
136802,35494.088363450646
136803,25082.774314190712
136804,43495.72295162412
136805,36017.07750766848
136806,26824.79585058146
136807,24082.89451187179
136809,40164.618032747356
136810,20799.92712616551
136813,20799.92712616551
136821,59449.295502161985
136826,66704.82821979623
136827,42414.580115120436
136828,34612.680399577555
136829,26254.885162017774
136896,23154.20705142896
136897,23154.20705142896
136903,28958.32568282669
137026,26009.491245874306
137027,35467.54315573636
137092,51988.68561990946
137224,38676.69778281158
137239,23201.307362025982
137246,24082.645243581792
137247,24082.645243581792
137377,36017.07750766848
137417,240532.28287741813
137419,179043.06153748796
137420,240532.28287741813
137421,240532.28287741813
137422,240532.28287741813
137423,240532.28287741813
137619,240532.28287741813
137780,772603.9980608982
137781,772603.9980608982
137782,772603.9980608982
137783,772603.9980608982
137784,772603.9980608982
137785,772603.9980608982
137786,772603.9980608982
137787,772603.9980608982
137788,772603.9980608982
137789,772603.9980608982
137790,772603.9980608982
137791,772603.9980608982
137793,772603.9980608982
137795,711483.4357874554
137796,772603.9980608982
137797,772603.9980608982
137798,772603.9980608982
137799,14209.577067148493
137800,12153.12588018179
137801,14209.577067148493
137814,12153.12588018179
137820,2968.040109383641
138132,28504.87388227426
138133,28504.87388227426
138134,183315.76606630324
138135,39193.065648831616
138136,29494.947506054144
138137,39193.065648831616
138138,39193.065648831616
138139,39193.065648831616
138141,29494.947506054144
138142,29494.947506054144
138222,26254.885162017774
138223,26254.885162017774
138224,26254.885162017774
138429,22303.4963338709
138486,25727.499913306587
138563,25997.80030037104
138564,25997.80030037104
138565,25997.80030037104
138566,25997.80030037104
138567,25997.80030037104
138568,34695.482370934245
138569,34695.482370934245
138570,34695.482370934245
138571,34695.482370934245
138575,34695.482370934245
138576,34695.482370934245
138577,34695.482370934245
138578,34695.482370934245
138579,43784.535610210805
138580,35537.485622399414
138581,35537.485622399414
138582,46771.450709868484
138583,112619.28192558678
138584,112619.28192558678
138585,24460.316391759625
138586,32765.987396894765
138587,32765.987396894765
138588,24068.17325123043
138589,24068.17325123043
138590,24068.17325123043
138591,27538.770804072003
138592,27538.770804072003
138593,27538.770804072003
138594,27538.770804072003
138595,-247856.7741234086
138597,-247856.7741234086
138598,-247856.7741234086
138599,26231.488085464756
138600,26231.488085464756
138601,26231.488085464756
138602,26231.488085464756
138603,26231.488085464756
138604,26231.488085464756
138605,24066.427057244284
138610,25039.3681088245
138611,25039.3681088245
138612,25039.3681088245
138613,25039.3681088245
138614,31560.631233502354
138616,57830.40190152249
138617,26636.436362413886
138618,306347.6463207905
138619,382353.19541470683
138620,305416.43877903477
138622,203163.95976284693
138624,382353.19541470683
138625,306347.6463207905
138627,306347.6463207905
138628,324287.9873454396
138630,228521.4120904372
138634,306347.6463207905
138635,229837.6106406459
138637,228521.4120904372
139076,31786.40788490804
139176,32765.40754875257
139178,32765.40754875257
139215,27638.224576706612
139216,27638.224576706612
139217,27638.224576706612
139218,27638.224576706612
139219,27638.224576706612
139220,27638.224576706612
139331,34695.482370934245
139332,34695.482370934245
139333,34695.482370934245
139553,25831.31252602763
139554,25831.31252602763
139555,25831.31252602763
139556,25831.31252602763
139557,24076.000362849438
139558,24076.000362849438
139559,28772.601179907513
139560,24076.000362849438
139561,28772.601179907513
139562,28772.601179907513
139563,28772.601179907513
139564,28772.601179907513
139565,28772.601179907513
139566,28772.601179907513
139577,23172.824629222654
139578,27231.762831047345
139579,27231.762831047345
139580,27231.762831047345
139581,27231.762831047345
139583,27231.762831047345
139584,27231.762831047345
140030,28702.57882349615
140034,-247856.7741234086
140040,28702.57882349615
140041,28702.57882349615
140042,28702.57882349615
140043,28702.57882349615
140044,28702.57882349615
140046,28702.57882349615
140047,28702.57882349615
140048,28702.57882349615
140049,112619.28192558678
140059,22303.49477690924
140060,26106.597789649524
140061,26824.79585058146
140291,27538.770804072003
140292,27538.770804072003
140886,28702.57882349615
140963,24066.427057244284
140964,24066.427057244284
141593,648903.08948269
141595,648903.08948269
141597,648903.08948269
141599,648903.08948269
141808,26269.016517853743
141809,26269.016517853743
141810,26269.016517853743
141811,26269.016517853743
141812,26269.016517853743
141835,26824.79585058146
141836,26824.79585058146
141872,42155.219985058415
141873,42155.219985058415
141874,42155.219985058415
141875,42155.219985058415
141876,42155.219985058415
141878,42155.219985058415
141879,28040.449791447012
141880,28040.449791447012
141881,28040.449791447012
141882,28040.449791447012
141883,28040.449791447012
141884,28040.449791447012
141885,28040.449791447012
141890,22303.493912528196
141891,26174.034985782353
141892,34070.8548671523
141893,24077.00349399687
141894,24077.00349399687
141895,24077.00349399687
142165,858371.9461267933
142166,858371.9461267933
142167,858371.9461267933
142168,858371.9461267933
142169,858371.9461267933
142170,858371.9461267933
142171,858371.9461267933
142172,858371.9461267933
142173,858371.9461267933
142174,858371.9461267933
142175,858371.9461267933
142176,858371.9461267933
142177,858371.9461267933
142178,858371.9461267933
142179,858371.9461267933
142180,858371.9461267933
142181,1418451.537431449
142182,1418451.537431449
142344,34070.8548671523
142345,34070.8548671523
142472,35495.68437836402
142473,35495.68437836402
142474,132826.34941031982
142475,132826.34941031982
142476,132826.34941031982
142477,132826.34941031982
142478,132826.34941031982
142479,132826.34941031982
142480,93870.47521705949
142481,93870.53920356219
142482,93870.47521705949
142483,132826.34941031982
142484,132826.34941031982
142485,132826.34941031982
142486,132826.34941031982
142487,132826.34941031982
142488,132826.34941031982
142489,132826.34941031982
142490,132826.34941031982
142491,132826.34941031982
142492,132826.34941031982
142493,93870.53920356219
142494,4109.317826204773
142495,4109.317826204773
142496,4109.317826204773
142497,4109.317826204773
142498,4109.317826204773
142499,4109.317826204773
142500,4109.317826204773
142501,4109.317826204773
142502,4109.317826204773
142504,4109.317826204773
142507,25092.681171704928
142508,25092.681171704928
142509,25092.681171704928
142510,25092.681171704928
142512,-11850.659057902434
142513,-11850.659057902434
142514,-11850.659057902434
142515,-11850.659057902434
142516,-11850.659057902434
142517,-11850.659057902434
142518,-11850.659057902434
142519,-11850.659057902434
142520,-11850.659057902434
142521,-11850.659057902434
142522,-11850.659057902434
142523,110850.860976123
142524,52226.644314900775
142525,110850.860976123
142526,52226.644314900775
142527,110850.860976123
142528,52226.644314900775
142529,34112.878582004094
142530,34112.878582004094
142531,25029.09960841605
142532,25029.09960841605
142533,25029.09960841605
142534,25029.09960841605
142535,27699.356974038208
142536,27699.356974038208
142537,27699.356974038208
142538,27699.356974038208
142539,27699.356974038208
142541,45967.98152493134
142542,40144.35537169888
142547,41825.91790843439
142548,-30425.91113622878
142549,-30425.91113622878
142550,-30425.91113622878
142551,-30425.91113622878
142552,-30425.91113622878
142553,-30425.91113622878
142554,-30425.91113622878
142555,-30425.91113622878
142556,-30425.91113622878
142562,-30425.91113622878
142563,-30425.91113622878
142564,-30425.91113622878
142883,42155.219985058415
143100,38737.00514511544
143101,38737.00514511544
143102,27699.356974038208
143481,36850.88462936753
143482,36850.88462936753
143924,25030.317893332554
143925,25030.317893332554
143926,25030.317893332554
143927,25030.317893332554
143930,213939.36084468983
143931,213939.36084468983
143932,213939.36084468983
143933,213939.36084468983
143934,213939.36084468983
143935,710266.019487585
143936,710266.019487585
143937,710266.019487585
143939,710266.019487585
143941,710266.019487585
143942,710266.019487585
143943,710266.019487585
143945,710266.019487585
143946,710266.019487585
143947,710266.019487585
143948,38947.21593707144
143949,38947.21593707144
143950,38947.21593707144
143951,38947.21593707144
143952,38947.21593707144
143953,38947.21593707144
143954,38947.21593707144
143955,38947.21593707144
143956,28047.518941031667
143957,28047.518941031667
143958,28047.518941031667
143959,28047.518941031667
143963,28047.518941031667
143966,28047.518941031667
143967,28047.518941031667
143968,26282.33174915918
143969,26282.33174915918
143970,26282.33174915918
143971,26282.33174915918
143972,26282.33174915918
143973,23154.223537647376
143974,23154.223537647376
143975,110850.860976123
143976,52226.644314900775
143977,52226.644314900775
143980,52226.644314900775
144098,1369907.7674537955
144104,1369907.7674537955
144105,1369907.7674537955
144111,1369907.7674537955
144112,22303.49705208651
144140,30117.603960152876
144141,30117.603960152876
144142,30117.603960152876
144143,30117.603960152876
144144,-89668.63015004336
144145,-89668.63015004336
144146,-89668.63015004336
144148,-89668.63015004336
144149,-89668.63015004336
144150,-89668.63015004336
144151,-89668.63015004336
144154,-89668.63015004336
144155,-89668.63015004336
144156,-89668.63015004336
144157,-89668.63015004336
144158,-89668.63015004336
144161,-89668.63015004336
144167,-89668.63015004336
144179,-89668.63015004336
144188,35473.98492700627
144189,35473.98492700627
144190,35473.98492700627
144191,35473.98492700627
144513,710266.019487585
144514,710266.019487585
144515,710266.019487585
144516,710266.019487585
144517,710266.019487585
144518,710266.019487585
144519,710266.019487585
144528,34062.600526765615
144529,34062.600526765615
144530,34062.600526765615
144761,25085.005800547668
144762,25085.005800547668
144763,25085.005800547668
144764,25085.005800547668
144875,-90284.15667435902
144879,-90284.15667435902
144881,-90284.15667435902
144882,-90284.15667435902
144884,-90284.15667435902
144885,-90284.15667435902
144886,-90284.15667435902
144888,-90284.15667435902
144889,-90284.15667435902
144894,-90284.15667435902
144896,-90284.15667435902
144898,-90284.15667435902
144900,-90284.15667435902
145105,22303.494791298355
145114,22303.496100591918
145118,22303.49287090834
145351,22303.49561408334
145430,89851.77539752133
145431,89851.77539752133
145432,89851.77539752133
145433,89851.77539752133
145434,89851.77539752133
145435,89851.77539752133
145436,89851.77539752133
145437,89851.77539752133
145438,89851.77539752133
145439,89851.77539752133
145440,89851.77539752133
145441,89851.77539752133
145442,89851.77539752133
145443,89851.77539752133
145444,89851.77539752133
145445,34766.63219903929
145446,34766.63219903929
145448,25013.31325481097
145451,34766.63219903929
145453,44847.67374561691
145454,44847.67374561691
145455,44847.67374561691
145456,44847.67374561691
145459,32958.51305317026
145460,-227634.36088382214
145461,-227634.36088382214
145462,-227634.36088382214
145463,-227634.36088382214
145464,-227634.36088382214
145465,-227634.36088382214
145466,-227634.36088382214
145467,587576.6541207496
145470,587576.6541207496
145471,-23728.68357426254
145473,587576.6541207496
145474,587576.6541207496
145475,587576.6541207496
145476,398921.18289248995
145477,587576.6541207496
145479,398921.18289248995
145480,587576.6541207496
145481,587576.6541207496
145485,587576.6541207496
145486,587576.6541207496
145487,587576.6541207496
145491,22303.493159256526
145492,-155464.79363839174
145493,-155464.79363839174
145494,-155464.79363839174
145495,-155464.79363839174
145496,-155464.79363839174
145497,-155464.79363839174
145498,-155464.79363839174
145499,-155464.79363839174
145500,-155464.79363839174
145501,-155464.79363839174
145502,-155464.79363839174
145503,-155464.79363839174
145504,-155464.79363839174
145505,-155464.79363839174
145506,-155464.79363839174
145507,30768.949570169432
145508,30768.949570169432
145509,35712.124369006095
145595,32958.51305317026
145596,32958.51305317026
145598,860114.3687055096
145599,860114.3687055096
145600,860114.3687055096
145601,860114.3687055096
145602,860114.3687055096
145603,860114.3687055096
145926,21775.261835283018
145927,21775.261835283018
145928,21775.261835283018
145929,21775.261835283018
145930,21775.261835283018
145931,21775.261835283018
145932,104453.51125247695
145933,104453.51125247695
145934,104453.51125247695
145936,104453.51125247695
145937,104453.51125247695
145938,104453.51125247695
145939,104453.51125247695
145940,104453.51125247695
145941,104453.51125247695
145942,104453.51125247695
145944,32767.725951567234
145993,30768.949570169432
145994,30768.949570169432
145995,31560.63003751899
145996,2968.040109383641
145997,2968.040109383641
145998,2968.040109383641
145999,2968.040109383641
146004,2968.040109383641
146010,25034.9273806781
146011,25034.9273806781
146012,24993.579864234423
146013,24993.579864234423
146014,25034.9273806781
146015,25034.9273806781
146057,155180.7792488255
146133,30117.603960152876
146134,30117.603960152876
146153,11001.139058620276
146154,11001.139058620276
146155,11001.139058620276
146156,11001.139058620276
146157,33753.636074747206
146158,33753.636074747206
146159,33753.636074747206
146160,33753.636074747206
146161,33753.636074747206
146162,33753.636074747206
146163,33753.636074747206
146164,33753.636074747206
146165,23154.812413827472
146166,23154.812413827472
146291,23154.40971000168
146292,23154.40971000168
146294,39887.499097265856
146295,39887.499097265856
146296,39887.499097265856
146297,39887.499097265856
146354,860114.3687055096
146355,860114.3687055096
146356,860114.3687055096
146357,860114.3687055096
146358,734518.081904691
146359,860114.3687055096
146360,544801.993206187
146362,544801.993206187
146363,860114.3687055096
146364,670911.190325557
146366,860114.3687055096
146367,544801.993206187
146373,670911.190325557
146374,544801.993206187
146377,670911.190325557
146382,670911.190325557
146388,670911.190325557
146398,670911.190325557
146401,670911.190325557
146404,31287.492728823556
146405,31287.492728823556
146406,31287.492728823556
146407,31287.492728823556
146408,31287.492728823556
146409,31287.492728823556
146410,31287.492728823556
146411,31287.492728823556
146443,35712.124369006095
146445,35712.124369006095
146447,35712.124369006095
146450,35712.124369006095
146451,35712.124369006095
146452,35712.124369006095
146455,35712.124369006095
146456,35712.124369006095
147438,587576.6541207496
147439,587576.6541207496
147442,587576.6541207496
147443,587576.6541207496
147445,398921.18289248995
147446,587576.6541207496
147574,24064.574946967718
147579,24064.574946967718
147580,24064.574946967718
147581,26176.41713703014
147582,26176.41713703014
147583,26176.41713703014
147584,26176.41713703014
147585,26176.41713703014
147618,104453.51125247695
147639,22303.49799478076
147717,-155464.79363839174
147773,23154.225871431125
147774,23154.225871431125
147978,30768.949570169432
147983,25031.69278053283
147984,25031.69278053283
147985,25031.69278053283
147986,25031.69278053283
147987,633953.5048490627
147988,633953.5048490627
148022,633953.5048490627
148023,633953.5048490627
148024,633953.5048490627
148025,633953.5048490627
148026,633953.5048490627
148027,633953.5048490627
148028,633953.5048490627
148029,633953.5048490627
148030,633953.5048490627
148031,633953.5048490627
148033,30768.949570169432
148034,30768.949570169432
148035,633953.5048490627
148036,633953.5048490627
148037,633953.5048490627
148042,633953.5048490627
148044,-11517.015775058375
148045,-11517.015775058375
148046,-11517.015775058375
148047,-11517.015775058375
148051,-11517.015775058375
148052,-11517.015775058375
148056,-11517.015775058375
148063,-11517.015775058375
148066,-11517.015775058375
148073,-11517.015775058375
148081,-11517.015775058375
148084,26887.001840597688
148085,26887.001840597688
148086,26887.001840597688
148087,23154.455222085948
148088,23154.455222085948
148089,57115.55221549838
148090,25626.044931735807
148091,25626.044931735807
148092,25626.044931735807
148093,26147.600515256338
148094,26147.600515256338
148095,26147.600515256338
148096,26147.600515256338
148097,26147.600515256338
148098,24080.54959986962
148099,24080.54959986962
148100,25031.448324876197
148101,25031.448324876197
148102,25031.448324876197
148103,25031.448324876197
148105,633953.5048490627
148106,633953.5048490627
148136,633953.5048490627
148137,633953.5048490627
148249,52736.81186197582
148252,52736.81186197582
148255,52736.81186197582
148257,52736.81186197582
148382,24069.53703168402
148383,24069.53703168402
148384,24069.53703168402
148399,25094.171295211207
148400,25094.171295211207
148401,25094.171295211207
148402,25094.171295211207
148403,316888.461848684
148404,316888.461848684
148405,316888.461848684
148406,316888.461848684
148407,316888.461848684
148408,316888.461848684
148409,316888.461848684
148435,30231.29898962569
148436,30231.29898962569
148437,30231.29898962569
148438,30231.29898962569
148441,30231.29898962569
148444,30231.29898962569
148446,30231.29898962569
148453,30231.29898962569
148460,30231.29898962569
148582,24067.797300829043
148608,38737.00514511544
148609,38737.00514511544
148610,38737.00514511544
148611,38737.00514511544
148699,32766.136224426198
148700,32766.136224426198
148701,22303.50230051844
148705,25489.019215408916
148706,25489.019215408916
148707,25489.019215408916
148708,25489.019215408916
148709,25489.019215408916
148710,25489.019215408916
148711,25489.019215408916
148712,25489.019215408916
148713,25489.019215408916
148714,25489.019215408916
148716,55102.9050073047
148717,55102.9050073047
148718,55102.9050073047
148719,55102.9050073047
148721,55102.9050073047
148723,55102.9050073047
148724,55102.9050073047
148727,24067.797300829043
148728,24067.797300829043
148959,26887.001840597688
148960,26887.001840597688
148961,26887.001840597688
148980,52736.81186197582
149004,25089.508785559032
149005,25089.508785559032
149006,25089.508785559032
149007,25089.508785559032
149097,62577.95688168513
149098,62577.95688168513
149099,62577.95688168513
149100,62577.95688168513
149102,62577.95688168513
149103,62577.95688168513
149104,62577.95688168513
149105,62577.95688168513
149106,62577.95688168513
149107,62577.95688168513
149108,62577.95688168513
149577,22303.493807044128
149637,24080.54959986962
149644,22303.492229258976
149751,25083.914600407777
149752,25083.914600407777
149753,25083.914600407777
149754,25083.914600407777
149755,40384.099568002865
149756,40384.099568002865
149757,40384.099568002865
149758,40384.099568002865
149759,40384.099568002865
149760,-128392.74196670575
149761,-128392.74196670575
149762,-128392.74196670575
149763,-128392.74196670575
149764,25823.218872096375
149765,25823.218872096375
149766,25823.218872096375
149767,25823.218872096375
149768,40711.3742910489
149769,40711.3742910489
149770,40711.3742910489
149771,40711.3742910489
149772,40711.3742910489
149837,-128392.74196670575
149838,-128392.74196670575
149840,-128392.74196670575
149841,-128392.74196670575
149842,-128392.74196670575
149843,-128392.74196670575
149846,-128392.74196670575
149847,24217.514240431738
149980,71433.00195423936
149981,71433.00195423936
149982,71433.00195423936
149983,71433.00195423936
149984,71433.00195423936
149985,71433.00195423936
149986,71433.00195423936
149987,71433.00195423936
149988,71433.00195423936
149989,71433.00195423936
149990,71433.00195423936
149991,71433.00195423936
149993,26159.82226178536
149994,26159.82226178536
149995,26159.82226178536
149996,26159.82226178536
149997,26159.82226178536
149998,28109.60169965423
149999,28109.60169965423
150000,28109.60169965423
150001,28109.60169965423
150002,28109.60169965423
150003,28109.60169965423
150004,28109.60169965423
150435,40384.099568002865
150436,40384.099568002865
150437,40384.099568002865
150438,40384.099568002865
150439,40384.099568002865
150440,25823.218872096375
150441,24217.514240431738
150443,23154.860898362276
150444,23154.860898362276
150479,170647.51101081196
150703,127780.56750963736
150704,127780.56750963736
150705,127780.56750963736
150706,127780.56750963736
150707,127780.56750963736
150708,127780.56750963736
150709,127780.56750963736
150710,127780.56750963736
150711,127780.56750963736
150712,127780.56750963736
150713,127780.56750963736
150714,127780.56750963736
150715,127780.56750963736
150716,127780.56750963736
150717,24069.775203972546
150719,24069.775203972546
150720,24069.775203972546
150721,25048.181219339596
150722,25048.181219339596
150723,25048.181219339596
150724,25048.181219339596
150766,25449.677258563745
150767,25449.677258563745
150768,25449.677258563745
150769,25449.677258563745
150770,25449.677258563745
150771,25449.677258563745
150779,25449.677258563745
150780,25449.677258563745
150781,25449.677258563745
150867,26292.318983653684
150868,26292.318983653684
150869,26292.318983653684
150870,26292.318983653684
150871,26292.318983653684
150872,25054.764985778602
150873,25054.764985778602
150876,25054.764985778602
150877,25054.764985778602
150919,25924.6185041363
150920,25924.6185041363
150921,25924.6185041363
150922,25924.6185041363
150923,25924.6185041363
150924,26162.389143674416
150925,26162.389143674416
150926,26162.389143674416
150927,26162.389143674416
150928,26162.389143674416
150945,24069.43058478
150947,24069.43058478
150948,24069.43058478
150969,25989.05215726085
150970,25989.05215726085
150971,25989.05215726085
150973,25989.05215726085
150974,25085.030172762607
151056,219907.42435297588
151061,219907.42435297588
151063,219907.42435297588
151064,219907.42435297588
151067,219907.42435297588
151068,219907.42435297588
151069,219907.42435297588
151071,219907.42435297588
151072,219907.42435297588
151073,219907.42435297588
151074,219907.42435297588
151075,219907.42435297588
151076,219907.42435297588
151301,-332175.44280721026
151302,-332175.44280721026
151303,-332175.44280721026
151304,-332175.44280721026
151305,-332175.44280721026
151307,-332175.44280721026
151308,-332175.44280721026
151309,-332175.44280721026
151310,-332175.44280721026
151311,-332175.44280721026
151312,-332175.44280721026
151313,-332175.44280721026
151314,-332175.44280721026
151315,-332175.44280721026
151316,-332175.44280721026
151317,-332175.44280721026
151359,23155.454297830875
151635,25058.776300636935
151645,25058.776300636935
151646,25058.776300636935
151647,25058.776300636935
151747,25989.05215726085
152033,219907.42435297588
152067,-23728.68357426254
152068,-23728.68357426254
152069,-23728.68357426254
152070,-23728.68357426254
152071,-23728.68357426254
152073,-23728.68357426254
152075,-23728.68357426254
152078,-23728.68357426254
152084,-23728.68357426254
152085,-23728.68357426254
152089,-23728.68357426254
152093,-23728.68357426254
152102,-23728.68357426254
